ArticleName,ArticleLink
WebLabs: Troubleshooting Tips,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2639c8021b702cd013b599ba234bcbae
Box: During-Migration File Considerations,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f5a737761b26e09013b599ba234bcb18
Oﬀice365: Share a Calendar using Outlook 2016 Desktop Application for Windows,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e92a0f13db4c5bc8a318fb671d9619ee
2FA: Allow / Enable My Web Browser to Accept Cookies and Remember Me for Two-Factor Authenticat ion,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2b7c99afdb54fc182c4f9e74f396191e
"Canvas: Grading Schemes for Letter or ""Check"" Grades",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=313cced01bf977c0ec6a7661cd4bcb84
ServiceNow: Available Outage Reports,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9e134d35db7df8907fb5266e139619a7
Information Technology: FAQs - Pandemic (Coronavirus),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=37a3f68edb1dbc102c4f9e74f3961904
SIMBA: myFunds 2.0 Report (Staﬀ Access) Resource Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=00b8b37edb3070107fb5266e139619a5
SIMBA: Non-PO Invoice Processing Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c41d0dc5db7cf0d02c4f9e74f39619f9
How to connect to your Penn State University UDrive. This article details how to connect your UDrive from on campus computer labs and oﬀ campus or mobile devices.,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f72bc2fd1b13fb00ec6a7661cd4bcbc0
Oﬀice 365 General Web: Trouble Logging in,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1a43fceddb17585029b24a2813961978
Oﬀice365: Outlook and Calendar Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=889ac369db8783844222778ebf96194d
Service SLA - Wired LAN,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4d1177521b81ac9013b599ba234bcb7a
2FA: Use the Duo Mobile Passcode Method of Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=685365c6dbc3b0549cde83aa139619d9
2FA: I got a Request to Authenticate When I Wasn't Trying to Log In,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e68918861b247704d4eeea0dad4bcbe2
EAD: How to Log in to an EAD Remote Admin App,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=60f653dadb4dd0d029b24a281396195c
Canvas: Print a Quiz,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=aeaa2ca0db9230906ff9e1f5ca961912
Penn State Enterprise IT Abbreviations and Acronyms,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b90d9e8cdbccfc902c4f9e74f39619c9
Oﬀice 365 Outlook PC Web: Understanding Permission Levels,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c5629634db5b58107fb5266e139619a7
Kaltura: Delete Caption and Transcript Files,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=493a5274dbdf58107fb5266e13961900
Oﬀice365: Access your OneDrive files using File Explorer in Windows,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a3b482dedbbf4b444222778ebf9619f4
LinkedIn Learning: Share a Video via Link,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=389b12e0dbb810587fb5266e139619da
Canvas: Prepare Courses for Merging,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2bae85e2dbb2e4509cde83aa13961918
Service SLA - Wireless LAN,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=eae2fcd21b14ec1413b599ba234bcbe7
PASS: Prerequisites for Connecting to PASS,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f37c5ffadbd328147fb5266e1396199c
Canvas: Emailing Your Class Roster Using LionPATH Faculty Center,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=12d6953a1b0e37ccec6a7661cd4bcb90
Personal Web Space Removal,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8d90922a1b57e01413b599ba234bcb8e
Box: Box Sync vs. Box Drive,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f9f55dfd1bd270d01b31113fad4bcb63
Box: How do I share my Box files with others?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5ae262c21bdaf4d01b31113fad4bcb17
Add (Enroll) a Landline or VoIP Phone for Use with Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c2b4d914db9f34106ff9e1f5ca9619ca
Turnitin: Feedback Studio for Instructor (Canvas Integration),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=55c407321bd677c07746766dcc4bcbce
Canvas: Export a Course in ANGEL Format as Penn State Transitions to Canvas,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cfe52b42dbe0a0102c4f9e74f396199a
Box: Post-Migration File Considerations for Non-Person Accounts,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a93880a2dbfd68502c4f9e74f39619fa
Kaltura: How to Trim and Split Media Using the Media Editor,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=141fc257dbc4181429b24a28139619fa
"Block unwanted phone calls on Cisco 88xx, iPhone, and Android",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8a87597bdbbe20d0816667e8139619c6
2FA: Receive an Automatic Push or Phone Call When I Log In,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fe27ceefdb58fc182c4f9e74f3961924
Policy: Network Installation & Maintenance,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f65a73161b85ac9013b599ba234bcb66
How do I obtain Adobe Acrobat or Adobe Creative Cloud software?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a58d5873db93181429b24a281396192d
Box: Pre-Migration Considerations for Box Sync and Box Drive,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=01953e80dbf1641429b24a2813961940
SIMBA: Budget Transfer Process,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=268e69eddb0970907fb5266e139619c1
2FA: Add (Enroll) a MAC Device with Touch ID for use with Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=77ff7ecbdb6870902c4f9e74f396193f
Kaltura: Embed a Regular Playlist,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=632202a41b2a009040a242a2cd4bcbe8
Contact Center - Cisco Finesse - Functionality for Agents,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d8d65937dbbe20d0816667e813961937
How to Obtain Permissions to Publish to the Web and Share Content with External Users in Microsoft Power BI,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=58e410441bc74c10ec6a7661cd4bcb10
SIMBA: Journal Entry for Cash Deposits,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ce67f0dddbb7e4107fb5266e1396197a
Box: Pre-Migration Preparation Special Use Cases,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7b87f2c41b07e890108915ff034bcb01
"Kaltura: What can Media Owners, Co-Editors and Co-Publishers do?",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4c527f5f1b553b40ec6a7661cd4bcb49
Oﬀice365: Create Team Flows using Microsoft Flow on the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b87bd960db8c97c4a318fb671d9619e8
Oﬀice 365 General: Special Characters in Email Addresses,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7eb85afcdb5f58107fb5266e13961904
ServiceNow: Incident Archiving FAQ,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5482f5a61b5f7050108915ff034bcb21
Saving credentials on Windows computers for wireless network log on.,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bc231dd4db8e20507fb5266e139619c9
SIMBA: Supplier / Vendor Registration Process,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=75beb0c1db38f0d02c4f9e74f3961983
Calling Number Substitution Policy,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f688f79a1b45ac9013b599ba234bcb72
SIMBA: Shop OnLion - Supplier Search,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cb44674cdb0cf8907fb5266e13961917
LionPATH Access Request Form Instructions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2ca0f6c3dbe568d07fb5266e13961961
Creating/Changing a personal email alias,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=13345873dbe0bc907fb5266e139619cd
Canvas: Grade Posting Policy and Hide Grades Feature,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ac8a352edbca60102c4f9e74f3961911
Oﬀice 365: Import Contacts into Outlook on the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1000661b1b60cc5c40a242a2cd4bcb96
How to give delegated access,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4ac491c84f23aec00d803285f110c74b
Kaltura: Publishing Media on a Schedule in the Media Gallery in Canvas,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9a87d71b1b72c0d47746766dcc4bcb5e
VM Hosting: VM Configuration Reference,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=453a1bdc1b5cb09413b599ba234bcb49
Sites at Penn State: Advanced Features and Functions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b52e0e8c1b29f7c0ec6a7661cd4bcb93
How to complete the Pre-Registration Activity Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7e6c994c4fe3aec00d803285f110c751
Oﬀice365: Share a file in OneDrive On the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3aa15c10dbc81f84a318fb671d96192e
Kaltura: Publish Media to a Channel in MediaSpace,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8301cf19db473c146ff9e1f5ca9619ee
2FA: Add (Enroll) a Tablet for Use with 2FA from the Tablet Itself,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=952763e6db1474182c4f9e74f3961904
WebApps Frequently Asked Questions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e7d0b0bc1b528cdcd4eeea0dad4bcbbb
Canvas: Create a Media Gallery Playlist,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=74bb53a0dbf868907fb5266e13961996
Starfish: Assign Roles to Starfish Users in Starfish Role Management (SRM),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8a327bea1b3374107eee55351a4bcb58
Zoom: Sign in to the Penn State Zoom Web Portal,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=dd127b521b2bbcd0108915ff034bcb11
LinkedIn Learning: Share a Course or Course Module via Link,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2373e264dbf4dc5029b24a28139619af
Canvas: How to Add a Test Student to a Course Roster,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c68b8982dbe2e85029b24a28139619f0
Telephony: Single Inbox - Check Your Voicemail Messages Using Outlook Online (Oﬀice 365),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ca9ab8d21b5537cc40a242a2cd4bcb4d
Zoom: Host and End a Secure and Private Meeting,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e9755312db92245029b24a2813961963
SIMBA: Glossary of Terms,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fb19cdcddbf8f0d02c4f9e74f396195d
Oﬀice 365 Outlook: Editing Settings in Resource Calendars,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=87888670db5358107fb5266e139619e3
Starfish: Using Select All,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0d8b575edb4030d029b24a2813961942
Telephony - How to receive email notification that a new voicemail has arrived,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d86a8cba1bb934d013b599ba234bcb67
Kaltura: Organize Media in Channels with Playlists,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=fdc69b83db061850816667e81396199a
Oﬀice 365: How to Log Out of Yammer on the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3d028bd61b60e05013b599ba234bcb76
Oﬀice365: OneDrive Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=68237eeadb0b43c44222778ebf96191e
"ARTICLE INTENDED FOR: Penn State faculty, staﬀ, students and aﬀiliates using OneDrive. INTRODUCTION: Collaborate with people for work or fun. Share your files and folders easily with OneDrive. LINKS: Penn State Oﬀice: ",http://www/
Oﬀice365: Microsoft Teams Help Resources,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f095cf2ddb0783844222778ebf961908
Canvas: Updating Box Links in Courses,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e469f60cdb35641429b24a28139619d1
Policy: Communications Cable & Wiring Installation & Use,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1ff1bb561b81ac9013b599ba234bcb49
ServiceNow: Create a Penn State IT Alert for Planned Maintenance and Future Outages,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d7629b221b81bbc0d4eeea0dad4bcb7b
PASS: Connect to PASS from a Mac Computer,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e142dff6db9328147fb5266e1396193e
SIMBA: Journal Entry Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=df418101db78f0d02c4f9e74f3961985
Oﬀice365: Configure Outlook 2016 Desktop Application on MacOS,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8d6d128bdbec30902c4f9e74f39619a4
Data Warehouse: Financial Data (ibisfin & vendor),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4e10aaf7db0afc109cde83aa139619cb
How to use delegated access (parent),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=dfe7fab0db8da4d029b24a281396196a
SIMBA: Shop OnLion Purchase Order Commitment,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e8ab13d1dbf4781429b24a2813961934
Service Management Oﬀice (SMO) Q1 2020 Release: March 31,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9b5b5fc51b3f0c18ec6a7661cd4bcbe8
LinkedIn Learning: Share a Collection,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=a469a859dbb090d87fb5266e13961998
CRCS: Curriculum Quick-Start Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ed993e351b58281413b599ba234bcb84
ThunderBird Setup,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=02ee83a51bf864d013b599ba234bcb15
Service Management Oﬀice (SMO) Q2 2020 Release: June 23,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=146f4decdbad109c29b24a281396190c
Kaltura: Upload a Transcript File,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5ce992fcdb9f58107fb5266e139619e1
Oﬀice 365 General: Which Oﬀice 365 Applications Are Dependent on Outlook and Calendar?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=314df82f1b1d7b40dce996c4bd4bcb61
Canvas LTI: Piazza,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6aa8bdeddbc970907fb5266e13961951
Canvas: Diﬀerent Uses for Assignments,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7a8dd5731bd2e41013b599ba234bcb85
How to enable Location-Based Notifications in Penn State Go,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5f8e54821b502c1413b599ba234bcb28
2FA: Message Says We Have Detected Some Security Issues with Your Device (Duo Security Checkup),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2a88ec401b70ccdc40a242a2cd4bcb67
2FA: No Duo Push option on the 2FA Login Screen,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e3063d51db1cb0d42c4f9e74f3961937
Contact Center - Finesse Agent Desktop Functions List,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=239ed988db0364d0816667e813961996
Honorlock: Access and General Information for Students,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e47c7cb31bbeb0d0108915ff034bcb0e
CRCS: Submit a Proposal to Add a Course in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=471b76711b98281413b599ba234bcb6f
SIMBA: Shop OnLion Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bf967806db3070142c4f9e74f396196a
VM Hosting: Join Your VMs to Enterprise Active Directory (EAD),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c21db641db56d0949cde83aa13961932
2FA: Device Requirements for Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=288732921bc10c907746766dcc4bcb6c
Kaltura: Adding and Editing Slides,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ae103b971b513b40ec6a7661cd4bcb8d
Oﬀice 365 Training Resources: Teams,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7c3129951bdb64d013b599ba234bcb02
"Kerberos: Configuring Settings on Windows, Mac, and Linux OS",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=12bcdc3ddb8b70546ff9e1f5ca9619b8
Telephony - Call Trace,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=83abbfda1b85ac9013b599ba234bcb0b
Canvas: Editing and Importing Grades Using the Grade Roster,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=f5190a0b1b72c094ec6a7661cd4bcb52
Kaltura: Change Media Owner in MediaSpace,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5c9f3b9b1bd57b40ec6a7661cd4bcb1f
Kaltura: Video Quiz Best Practices,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1608dc591b81609013b599ba234bcbda
LISTSERV: Prevent unapproved messages from being distributed to lists,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=0109010d1b8814547746766dcc4bcb32
authsmtp.psu.edu: Usage and necessary client settings,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=072833f4db4889506ff9e1f5ca961957
2FA: I'm no longer able to use Duo generated passcodes for Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1cf56506db07b0549cde83aa139619a2
LinkedIn Learning: Create a New Collection,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=94debc6ddb4d1c5029b24a2813961926
Service SLA - University Enterprise Network Connection (UEN),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=c190b49e1bd0ec1413b599ba234bcb7a
2FA: Use a Texted Passcode for Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e4991fa2db1074182c4f9e74f396196b
SIMBA: Workflow Overview,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=859df049dbf4f0d02c4f9e74f39619b9
InCommon Certificate Manager - SSL Certificate Creation,https://pennstate.service-now.com/sys_attachment.do?sys_id=28ae58c2dbcae8907fb5266e1396199f&sysparm_viewer_table=kb_knowledge&sysparm_viewer_id=e4aed882dbcae8907fb5266e13961950
CRCS: Submit a Proposal to Change a Course in Curriculum,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=92e207d21ba0e05013b599ba234bcbb7
Starfish: Update Contact Information,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2ecf2e8adb0c3c9029b24a28139619e3
Telephony - Leave a Voicemail Message without Ringing the Subscriber Phone at University Park,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=42197b5e1b45ac9013b599ba234bcbb6
Kaltura: Video Quiz Question Types,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=681eef1b1b9df740ec6a7661cd4bcb2d
Zoom: Chat Live with Zoom Support,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=1c70e37f1b621494108915ff034bcbd7
SIMBA: One-time Payments,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6c2d0509db7cf0d02c4f9e74f39619a0
Oﬀice365: Create Rules to Filter Emails in Oﬀice 365 On the Web,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d2bfa80edb7c978497c9ffe61d9619b7
Kaltura: Edit Channel Settings in MediaSpace,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3440e3f4db575c107fb5266e1396194e
Kaltura: Add Co-Editors and Co-Publishers to Individual Media Items,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=da1ddfb31b3f2c9013b599ba234bcb51
SIMBA: Shop OnLion Option Line Quick Guide,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=dcdb1315dbf4781429b24a28139619b7
PASS: Connect to your PASS Space from a computer running Ubuntu or Debian,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=de4a346adb93a41429b24a2813961938
EﬀicientIP: Getting Started with EﬀicientIP,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=eeb4ab091b8081907eee55351a4bcb2d
Oﬀice 365 Outlook PC: Set Up Gmail Forwarding,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=11c886f4db5358107fb5266e13961943
"Oﬀice 365: Spam, Junk, Allowing and Blocking Overview",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=59f9bea7dbcf5c54816667e813961947
SIMBA: Shop OnLion FAQs - Purchase Orders,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cb963089db34f0d02c4f9e74f39619da
Telephony - Express Message Desk Feature/University Park,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=8449b3de1b45ac9013b599ba234bcbcd
Sites at Penn State: Delete a Site,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=220f5c10dbb6a8907fb5266e1396194d
Schedule an Appointment Using Microsoft Bookings,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=436f89b61bb33f487746766dcc4bcb4f
Kaltura: Tagging Media Best Practices and Tips,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3cba9c681bf5f85013b599ba234bcbed
2FA: Requirements for Using a Tablet for Two-Factor Authentication,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=98ea8d42db8b70549cde83aa139619fc
SIMBA: Financial Document Types,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b8147095db77e4107fb5266e13961985
"2FA: How Does the Two-Factor Authentication Process Define ""Out of Date"" Software?",https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=9ec2fd5ddbd8b0d42c4f9e74f39619b4
How to use my loaner laptop,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=6f5ff0d3db30f41029b24a2813961932
Oﬀice 365: Add Team Members in Bulk,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=66972fe2db40641429b24a28139619a1
Oﬀice 365 Training Resources: SharePoint,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=d760e9111bdb64d013b599ba234bcbd2
Box: Adjusting File and Folder Collaborator Permissions,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=32b77200db35641429b24a281396191f
How do I Install Adobe CC?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=08ac47f61b7b7410108915ff034bcb1a
SIMBA: Shop OnLion FAQs - Shopping Carts,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=3aa6fc89db34f0d02c4f9e74f39619cf
ORIS: Supported Systems,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ad772d2fdbf3e05029b24a28139619ba
Oﬀice 365: MS Teams For Windows: Create a Team from an Existing Oﬀice 365 Group,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=2079b8da1b1537cc40a242a2cd4bcb03
Starfish: Using Filters,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5e6c03dadb0cfc9029b24a2813961914
Canvas LTI: Bongo,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=dae18518db45ac9029b24a28139619a6
SIMBA: Shop OnLion - Edit Rejected Shopping Cart,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bba4a300db4cf8907fb5266e139619ab
Managing Releases in ServiceNow: Getting Started,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=ea7c21591bcbc4d87746766dcc4bcbdc
Oﬀice365: Configure Macmail App (Version 13.4) on Mac,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=bca2f5b1db211c147fb5266e139619d2
GlobalProtect Remote Access VPN - Remote Access performance,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=82b49a32db5020187fb5266e1396195c
How do I troubleshoot problems connecting to Penn State's Key Management Server (KMS)?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e9510796db7adc90816667e8139619cd
PASS: Manually Connecting to PASS Space through an Operating System (OS),https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=90df70aedb17a41429b24a281396195f
Oﬀice 365 Outlook Calendar PC: How to Schedule a Room,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=cef30ab8db1f18107fb5266e139619b5
Box: How Do I Sync Box Folders to my Computer?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=21c615351b1670d01b31113fad4bcb72
Canvas: Un-enroll Yourself From a Course,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=598a57b5dbc6ac5029b24a2813961987
Sites at Penn State: Manage Your Blogs,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=dd9f82841ba9f7c0ec6a7661cd4bcb80
Kaltura: Moderate Student Content in the Media Gallery in Canvas,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=888592871bbac094ec6a7661cd4bcb0e
Arts and Architecture: RDP: Remote into Stuckeman lab computer using a Windows computer,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=da1f4ce11b7f4c987746766dcc4bcbe1
Oﬀice 365 Outlook PC: How Do I Import My Outlook Files into Outlook for Oﬀice 365?,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=e52402bcdb1f18107fb5266e1396197e
Canvas LTI: H5P,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=120f4a201b2e409040a242a2cd4bcbbe
Canvas: How to Use the Course Search Tool,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=7b5741321bca7f807746766dcc4bcbbb
Canvas: SCORM Module Enabled,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=887ea202dbe060102c4f9e74f3961920
Kaltura: View Channel Analytics,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=b2ef93b0db575c107fb5266e13961926
Canvas: Student Activity Tool,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=4713d4111b513708d4eeea0dad4bcbb0
UBI: Getting Started with University Backup for Infrastructure,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=5ecd312cdb0070d07fb5266e13961955
Canvas LTI: Pearson MyLab/Mastering & REVEL,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=be19a80ddb10f81429b24a2813961954
Contact Center - Cisco Finesse - Functionality for Agent Supervisors,https://pennstate.service-now.com/kb?id=kb_article_view&sys_kb_id=640f198cdb0364d0816667e81396194e
